institutionCode,total_idig,has_collectionCode_idig,has_catalogNumber_idig,has_preparations_idig,has_scientificName_idig,has_scientificNameID_idig,has_acceptedNameUsage_idig,has_identificationID_idig,has_locality_idig,has_higherGeography_idig,has_continent_idig,has_countryCode_idig,has_stateProvince_idig,has_county_idig,has_decimalLatitude_idig,has_decimalLongitude_idig,has_coordinates_idig,has_verbatimElevation_idig,has_verbatimDepth_idig,has_image_idig,has_dateIdentified_idig,has_identifiedBy_idig,has_recordedBy_idig,has_eventDate_idig,has_recordNumber_idig,File_idig,total_gbif,has_collectionCode_gbif,has_catalogNumber_gbif,has_preparations_gbif,has_speciesKey,has_scientificName_gbif,has_scientificNameID_gbif,has_acceptedNameUsage_gbif,has_identificationID_gbif,has_locality_gbif,has_higherGeography_gbif,has_continent_gbif,has_countryCode_gbif,has_stateProvince_gbif,has_county_gbif,has_decimalLatitude_gbif,has_decimalLongitude_gbif,has_coordinates_gbif,has_verbatimElevation_gbif,has_verbatimDepth_gbif,has_image_gbif,has_dateIdentified_gbif,has_identifiedBy_gbif,has_recordedBy_gbif,has_eventDate_gbif,has_recordNumber_gbif,File_gbif,month,has_speciesKey_idig,has_speciesKey_gbif
PRI,747,747,747,0,729,0,0,0,747,734,734,734,718,521,195,195,195,0,0,2,2,20,196,12,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
PSM,11848,11848,11848,0,11848,0,11675,0,11533,11848,11710,11717,11712,11113,9454,9454,9454,959,0,11518,2,2,11651,11755,11774,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
PSUC,19,19,19,1,19,0,0,0,2,0,4,4,4,2,6,6,6,0,0,0,1,4,10,8,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,2,2,2,1,1,2,0,0,0,1,0,0,2,2,2,2,2,2,0,0,0,1,2,2,1,0,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
"PT: SEL, USF",1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
PUL,2,0,2,0,2,0,0,0,0,0,2,2,2,1,2,2,2,0,0,2,0,0,2,2,2,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
PUR,4,0,4,0,4,0,0,0,3,0,4,4,4,2,4,4,4,0,0,4,0,0,4,4,4,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
REED,5484,5484,5456,0,5484,0,5376,0,5304,5438,5418,5437,5423,4919,1805,1805,1805,1988,0,4865,678,930,5442,5346,5411,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
RENO,102497,102497,102497,0,102497,0,0,0,101202,0,102470,102494,102448,101504,80200,80203,80194,70482,4,24152,20753,25112,102497,101302,101712,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,82,82,82,0,82,82,0,0,0,82,0,0,82,82,82,82,82,82,82,0,82,3,82,82,81,82,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
RHNM,6,0,6,0,6,0,0,0,6,0,6,6,6,6,6,6,6,6,0,6,5,5,6,6,6,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,6,0,6,0,6,6,0,0,0,6,0,0,6,6,6,6,6,6,6,0,6,5,5,6,6,6,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
RM,6129,6,6129,0,6129,0,0,0,9,0,6112,6125,6035,10,3,3,3,5,0,6124,5,5,10,10,9,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,3,3,3,0,3,3,0,0,0,3,0,0,3,3,3,0,0,0,2,0,3,2,3,3,3,3,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
RMBL,6937,0,6900,0,6937,0,0,0,6824,0,6937,6937,6937,6936,3591,3591,3591,4977,0,6759,2728,2833,6932,6824,6462,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
RMS,32469,0,32466,0,32469,0,0,0,18932,0,25921,26181,23424,12076,4755,4759,4755,3256,1,29818,396,16941,31534,31853,22965,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
RSA,742723,334601,424250,408101,742723,0,0,0,739519,0,741725,741902,739627,720079,380744,380745,380742,227019,0,0,0,0,742618,733666,739589,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,435518,435518,131050,435473,424050,435518,0,0,0,435501,0,0,435484,432137,406695,152955,152955,152955,0,0,57673,0,0,435439,422011,435422,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
RSABG,17,0,14,6,17,0,0,0,17,0,16,16,17,13,2,2,2,0,0,0,0,0,16,16,17,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SACT,2522,2522,2522,0,2522,0,0,0,1965,0,2522,2522,2522,2522,2102,2102,2102,1541,0,0,0,0,2478,2495,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SALK,813,0,813,0,813,0,0,0,470,0,805,813,805,801,464,464,464,421,0,474,468,473,507,476,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SAPCL,258,0,258,0,258,0,0,0,253,0,239,239,239,237,116,116,116,0,0,0,247,249,256,230,255,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SAU,4472,0,0,0,4472,0,0,0,4266,0,4209,4359,4309,4101,4167,4167,4167,9,0,0,174,255,3188,4293,282,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SBBG,132162,99909,131767,0,132162,0,0,0,131639,0,131546,131805,131033,127171,92516,92516,92516,61427,0,0,12138,15379,131867,130536,101754,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SC,3872,0,3872,0,3872,0,0,0,656,0,3797,3810,3794,2816,306,306,306,137,0,3518,654,655,662,582,618,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SCFS,1000,1000,1000,0,1000,0,0,0,999,0,1000,1000,1000,1000,922,922,922,987,0,0,0,0,998,992,994,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,1697,0,1695,0,1637,1697,0,0,0,1680,0,0,1694,1694,1694,1669,1669,1669,1325,1,1548,573,1075,1693,1687,1313,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
SCIR,1296,0,1296,0,1296,0,0,0,1270,0,1273,1273,1273,1271,1271,1270,1270,388,0,1277,65,54,1291,1270,1249,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SD,127440,127440,127440,0,127440,0,0,0,127197,0,127440,127440,127440,127440,114930,114930,114930,90971,0,0,0,0,127437,126953,127440,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,252784,0,31869,0,248936,252784,0,0,0,250921,0,0,252144,250116,252784,208855,208855,208855,69698,0,30319,0,132625,252231,247661,252784,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
SDSM,1059,1059,1059,1057,1059,0,0,0,0,1041,1041,1041,1041,1020,0,0,0,0,0,0,0,0,0,61,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,146,146,146,145,8,146,0,0,0,0,139,139,139,139,126,0,0,0,0,0,0,0,0,0,59,0,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
SDSU,33534,33534,33533,0,33534,0,0,0,32308,0,33511,33532,33376,33035,18416,18417,18416,14865,0,2,16656,16694,33282,32934,29429,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,22811,150,22781,0,22411,22811,0,0,0,22022,0,0,22755,22406,21247,18796,18796,18796,13853,0,22381,8344,12823,22794,22203,17829,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
SEINet,268,33,266,0,268,0,0,0,261,0,268,268,268,267,263,263,263,78,0,15,93,108,268,262,261,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,13,10,13,0,13,13,0,0,0,10,0,0,13,13,11,13,13,13,4,0,10,7,11,13,12,11,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
SEL,6216,0,6216,0,6216,0,0,0,5866,0,6214,6214,6212,6183,2650,2650,2650,0,2,5906,1487,1688,6216,5886,5400,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
"SEL, CM",1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
"SEL, FLAS",9,0,9,0,9,0,0,0,7,0,9,9,9,9,4,4,4,0,0,7,0,5,9,7,7,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
"SEL, MO",1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
"SEL, USF",61,0,61,0,61,0,0,0,61,0,61,61,61,61,23,23,23,0,0,61,0,0,61,61,61,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
"SEL,AMES",1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SENEY,741,0,741,0,741,0,0,0,734,0,728,730,728,722,0,0,0,10,0,734,283,283,741,693,734,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SFSU,34336,0,34318,0,34336,0,0,0,26138,0,27101,27120,26910,21419,21786,21786,21786,981,0,33545,1116,26209,34269,33219,33673,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SFV,7201,7201,7201,0,7201,0,0,0,7189,0,7201,7201,7201,7201,5646,5646,5646,5721,0,0,0,0,7201,7184,7085,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,16270,0,16155,0,15943,16270,0,0,0,16237,0,0,16261,16166,15376,14233,14233,14233,11467,0,16155,1636,2802,16270,15960,16095,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
SIM,23933,0,23933,0,23933,0,0,0,20261,0,23236,23434,23057,19256,15222,15222,15222,375,0,21395,6,30,23904,20628,21353,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SIU,6785,0,6785,0,6785,0,0,0,6723,0,6757,6768,6740,4849,415,409,409,1291,0,6785,398,2838,6770,4770,6541,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SJSU,10115,10115,10115,0,10115,0,0,0,10103,0,10115,10115,10115,10115,5497,5497,5496,6211,0,0,0,0,10115,10114,7404,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,15932,0,15892,0,15808,15932,0,0,0,15909,0,0,15927,15731,14136,9427,9427,9427,74,0,14503,13,44,15932,15865,11880,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
SMU,1273,0,1273,0,1273,0,0,0,1183,0,1251,1254,1039,813,51,51,51,255,0,2,147,173,1265,1232,1245,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SNM,27589,0,27588,0,27589,0,0,0,26927,0,27566,27588,27559,27014,7539,7539,7539,15553,1,0,9237,9265,27516,26805,7745,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SOC,18432,18432,18432,0,18432,0,18312,0,17827,18432,18394,18412,18427,18373,1405,1405,1405,10393,0,16837,9312,17886,18432,18315,18432,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SRP,96002,73234,84860,0,96002,0,69585,0,82592,73013,83247,84166,82916,76577,58735,58734,58734,67835,0,80939,13291,33522,84144,83897,82798,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SUU,5713,0,5637,0,5713,0,0,0,5100,0,5406,5469,5401,4613,1160,1160,1160,2227,0,1015,5402,5436,5485,5334,3110,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SWRS,1670,0,1670,0,1670,0,0,0,1648,0,1668,1670,1668,1658,1,1,1,1127,0,0,1629,1663,1669,1645,786,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
SYRF,6991,0,6991,0,6986,0,0,0,5767,0,6154,6194,5012,1885,5,5,5,612,0,6885,84,2155,6348,6099,6915,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
TAC,2251,0,2251,0,2251,0,0,0,1903,0,2229,2240,2230,2202,517,517,517,7,0,0,2065,2077,2237,2207,514,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
TAES,846,0,846,0,846,0,0,0,845,0,840,841,839,823,839,839,839,7,0,845,837,839,846,838,842,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
TAWES,4356,0,4356,0,4356,0,0,0,3114,0,4356,4356,4356,4114,783,783,783,24,0,3219,63,63,4233,3114,2677,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
TENN,348881,513,348881,1,348881,0,0,0,114257,0,346026,346415,344793,311535,96923,96924,96917,27817,6,340902,14189,53372,117752,115685,85886,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,419963,70699,419963,1,397183,419963,0,0,0,181893,0,0,418047,415682,376510,166606,166606,166606,28194,6,356681,9674,56708,187245,182658,155252,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
TENN-F,67518,0,67518,0,67518,0,0,0,64505,0,65928,67505,66666,61830,66457,66461,66456,618,1,14052,1486,3561,66407,66078,66307,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
TEX,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
TLE,25440,0,25440,0,25440,0,0,0,24992,0,25064,25341,24597,14790,13951,13944,13944,16604,0,24017,21758,22265,25420,25138,24981,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
TLU,6245,6245,0,0,6245,0,0,0,6213,0,6243,6243,6243,6243,6082,6083,6082,10,0,24,401,430,6243,6208,6209,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
TROY,14534,0,14534,14534,14534,0,0,0,14534,0,14533,14534,14533,14534,4971,4971,4971,0,0,14534,0,0,14533,0,14144,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
TTRS,10505,10505,10505,0,10505,0,0,0,10383,0,10494,10505,10494,10471,10459,10459,10459,0,0,10043,0,0,10445,507,10308,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
TTU,10,10,9,9,10,0,0,0,8,0,10,10,10,3,8,8,8,1,0,0,0,1,3,1,1,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,23,23,23,23,15,23,0,0,0,23,0,0,23,23,19,23,23,23,0,0,0,0,1,10,18,0,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
TU,67,67,67,0,67,0,0,0,0,0,67,54,44,18,46,46,46,0,0,0,0,0,67,0,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
UAAH,13000,13000,13000,0,13000,0,12826,0,12349,12993,12988,12993,12978,3889,12316,12316,12316,10139,0,8603,3803,6151,12916,12943,10240,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
UAM,202000,202000,202000,201890,202000,0,0,0,202000,202000,132689,127269,132067,1083,123870,123870,123870,0,0,172634,199551,202000,201996,196355,685,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,205685,205685,205685,205575,195505,205685,0,0,0,205685,205685,136055,136065,135411,1564,126844,126844,126844,0,0,173287,200302,205685,205681,200027,742,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
UAMb,74307,74307,74307,73756,74307,0,0,0,74307,74307,73994,72976,66229,711,29603,29603,29603,0,0,56844,74291,74307,74307,74180,10,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,74529,74529,74529,73978,70052,74529,0,0,0,74529,74529,73686,74133,66422,715,29714,29714,29714,0,0,57013,74513,74529,74529,74402,10,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
UARK,2727,0,2727,0,2727,0,0,0,2712,0,2509,2538,2362,1333,1171,1171,1171,85,0,2727,1503,2635,2710,2665,2652,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
UC,490499,260687,490494,0,490499,0,0,0,396043,0,407305,407887,399176,363088,263950,263896,263889,172647,4,220413,6432,18698,411497,399778,354620,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
UCD,102124,102124,102124,0,102124,0,0,0,101980,0,102124,102124,102124,102124,68001,68001,68001,56138,0,0,0,0,101946,100088,100782,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
UCHT,43163,1,42101,0,43163,0,0,0,6837,0,42659,42684,42682,37851,33,33,33,64,0,22779,687,745,9007,8642,4863,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
UCLA,690,690,690,0,690,0,0,0,654,0,690,690,690,690,492,492,492,159,0,0,0,0,690,653,323,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,october,NA,NA
UCM,230,230,230,211,230,0,0,0,211,211,223,223,223,217,14,14,14,0,0,0,214,215,217,212,78,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,19,19,19,0,0,19,0,0,0,0,0,19,19,19,18,13,13,13,0,0,1,3,4,6,1,0,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
UCMP,61968,61968,61968,43777,60329,0,0,0,60278,0,60747,60605,59206,55618,13532,13532,13532,0,7034,914,0,0,32638,0,0,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,44375,44375,44375,43896,14159,44375,0,0,0,44348,0,43158,43119,42218,40638,7204,7204,7204,0,6820,684,0,0,31001,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
UCONN,155695,155695,155694,0,155695,0,0,0,143429,145284,152345,152708,151663,139568,136491,136427,136411,32822,1059,150277,4054,5308,151968,153899,97352,cleaned_idigbio_us_institutionCode_MIDS_2020-10-09-csv.csv,171064,171064,171064,0,161832,171064,0,0,0,170254,20959,0,169658,168296,157471,155614,155614,155614,34935,1096,0,0,0,168671,166195,105527,cleaned_gbif_us_institutionCode_MIDS_2020-10-09-csv.csv,october,NA,NA
